Unit,AbstractUnit,Role,TestClass,Dimension,Category,Count,UnitOccurrences,BaselineCount,Expected,Lift,Log2Lift,AssociationScore,Strength
692-440-920,R18-R38-M04,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
694,R263,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
700,R138,InitialFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
705-033-017-585-740,A13-A11-R17-R24-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
705-255-740,A13-R07-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
705-500,A13-R55,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
706-033,R09-A11,InitialFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
706-033-590-405,R09-A11-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
706-033-760-740,R09-A11-A16-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
706-033-807-388-740,R09-A11-R283-R33-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
707,R265,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
717-740,R41-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
720-405-065-060,R140-R01-R103-A06,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
728-390-741-240-590,R268-M02-A03-A02-A08,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-031-243-617,T01-M03-R69-R57,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-031-590-390-161,T01-M03-A08-M02-R107,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-061-409,T01-R29-R215,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-090,T01-A10,TerminalFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-140-845-407,T01-M07-R62-R12,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-740,T01-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-803,T01-A12,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
740-952-740,T01-R304-T01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-002-140-269-036,A03-A01-M07-R53-R151,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-003-220-520,A03-M05-A09-T02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-003-429,A03-M05-R223,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-005-368,A03-R49-R04,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-017-390,A03-R17-M02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-042-740,A03-R152-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-142-156,A03-R50-T06,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-233-235-100-740,A03-A04-M01-A15-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-235-231-740-741,A03-M01-R21-T01-A03,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-235-904-740,A03-M01-R19-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-240-232,A03-A02-R113,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-240-350-504,A03-A02-R11-R45,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-335-760-740,A03-R121-A16-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-416-740,A03-R34-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-440-740,A03-R38-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-460-740,A03-R91-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-484-337-740,A03-R132-R122-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-530-455-220,A03-R56-R44-A09,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-550-527,A03-R15-T04,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-590-390-151,A03-A08-M02-T05,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-590-406-740,A03-A08-R54-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-840-032-740,A03-R10-A07-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
741-927-740,A03-R82-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
759,R271,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
760-740-194-740-817,A16-T01-R177-T01-C03,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
773-740,R60-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
777-255-435-002,R274-R07-R14-A01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
786-530-742-240,R275-R56-R76-A02,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
790-390-741-590,R100-M02-A03-A08,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
790-900-740,R100-R06-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
792-269-740,R277-R53-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-233-790-900-740,A14-A04-R100-R06-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-240-176,A14-A02-R02,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-240-231-388-740,A14-A02-R21-R33-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-240-235-388,A14-A02-M01-R33,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-320-920-017-575,A14-R37-M04-R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-740,A14-T01,TerminalFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
798-740-565,A14-T01-R73,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-003-900,A12-M05-R06,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-220-520,A12-A09-T02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-233-032-861,A12-A04-A07-C02,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-233-520,A12-A04-T02,TerminalFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-240-233-520,A12-A02-A04-T02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-504-595-002,A12-R45-R46-A01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-740-125-374-842,A12-T01-R05-R88-R79,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-798-415-220,A12-A14-R13-A09,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
803-923-740,A12-R26-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
804,R281,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
805-233-003-793,R282-A04-M05-R278,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-032-220-740-679,M06-A07-A09-T01-R35,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-231-706-033-520,M06-R21-R09-A11-T02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-231-773,M06-R21-R60,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-233-320-920,M06-A04-R37-M04,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-235-240-055,M06-M01-A02-R23,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-236-503-006-752,M06-R86-R39-R147-R59,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-240-017-575,M06-A02-R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-240-520-001-003,M06-A02-T02-A05-M05,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-240-520-001-416,M06-A02-T02-A05-R34,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-590-405,M06-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
806-798,M06-A14,InitialFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
808-002,R101-A01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
808-235,R101-M01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-002-235,C03-A01-M01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-002-806-235,C03-A01-M06-M01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-013,C03-R63,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-368,C03-R04,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-368-003,C03-R04-M05,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
817-368-060,C03-R04-A06,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-002-235-240-231,C01-A01-M01-A02-R21,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-002-798,C01-A01-A14,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-002-803-322-920,C01-A01-A12-R119-M04,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-002-806,C01-A01-M06,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-090-480,C01-A10-R72,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-125-390-002-004,C01-R05-M02-A01-R28,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
820-140-820-812-820,C01-M07-C01-R141-C01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
821,R142,InitialFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
824-002,R286-A01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
832,R42,TerminalFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
838-176-100-740,R61-R02-A15-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
838-740,R61-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
838-798-740-621,R61-A14-T01-R47,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
840-032-740,R10-A07-T01,TerminalFiller,AffixOrFormulaAnchor,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
840-032-740-090,R10-A07-T01-A10,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
840-257-741,R10-R190-A03,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
840-390,R10-M02,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
845-407,R62-R12,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
849,R288,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
850-092,R80-R158,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
850-315,R80-R117,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
859,R290,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-002-590,C02-A01-A08,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-002-806-240-844,C02-A01-M06-A02-R287,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-002-900-590,C02-A01-R06-A08,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-368-480-003,C02-R04-R72-M05,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-368-717-740-622,C02-R04-R41-T01-R248,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
861-741,C02-A03,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
877,R81,PreTerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
877-861-740,R81-C02-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
892,R36,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
892-647,R36-R256,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
892-798,R36-A14,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
893-590-892-740,R297-A08-R36-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
903-903-741,R143-R143-A03,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
904-032-305-002,R19-A07-R200-A01,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
904-832,R19-R42,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
906-741,R144-A03,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
912-740,R298-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
920-204-595,M04-R179-R46,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
920-368,M04-R04,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
920-400-740,M04-T03-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
920-455,M04-R44,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
922-060,R299-A06,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
924,R300,InitialFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
927-415-100-740,R82-R13-A15-T01,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
953,R305,TerminalFiller,ControlOrLowPriority,Type,SEAL,1,1,481,0.792,1.262,0.336,0.39,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,SemanticFrame,InitialClassifierFormula,1,4,36,0.237,4.215,2.076,0.386,Exploratory
817-002,C03-A01,InitialFiller,AffixOrFormulaAnchor,Site,Jhukar,1,16,1,0.026,37.938,5.246,0.385,Exploratory
066,R104,InitialFiller,ControlOrLowPriority,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
235-840-032,M01-R10-A07,PrimeEntityFiller,StrongOnomasticAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
240-630-740,A02-R75-T01,TerminalFiller,AffixOrFormulaAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
240-706-033-520,A02-R09-A11-T02,TerminalFiller,AffixOrFormulaAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
361,R127,InitialFiller,AffixOrFormulaAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
435,R14,TerminalFiller,ControlOrLowPriority,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
741,A03,InitialFiller,AffixOrFormulaAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
803-235,A12-M01,InitialFiller,AffixOrFormulaAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
861,C02,InitialFiller,CrossFramePhoneticAnchor,Material,Unknown,1,2,111,0.366,2.734,1.451,0.383,Exploratory
176,R02,PrimeEntityFiller,StrongOnomasticAnchor,Symbol,Gaur,1,5,27,0.222,4.496,2.169,0.382,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Region,Upper Indus,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Site,Rahman-deri,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Site,Kanmer,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Site,Tarkhanewala-dera,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Material,Bone,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Symbol,MISC,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Symbol,Ass,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Symbol,Goat:3,1,21,1,0.035,28.905,4.853,0.381,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Symbol,Scene,1,21,2,0.069,14.452,3.853,0.38,Exploratory
520,T02,TerminalFiller,CrossFramePhoneticAnchor,Type,POT,1,21,3,0.104,9.635,3.268,0.379,Exploratory
233,A04,InitialFiller,CrossFramePhoneticAnchor,Region,Gujarat/Kutch,2,10,45,0.741,2.698,1.432,0.378,Exploratory
235,M01,InitialFiller,CrossFramePhoneticAnchor,Material,Shell,1,28,1,0.046,21.679,4.438,0.377,Exploratory
032-590,A07-A08,InitialFiller,AffixOrFormulaAnchor,SemanticFrame,TerminalFormula,2,3,309,1.527,1.31,0.389,0.376,Exploratory
233-520,A04-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,TerminalFormula,2,3,309,1.527,1.31,0.389,0.376,Exploratory
240-220-520,A02-A09-T02,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,TerminalFormula,2,3,309,1.527,1.31,0.389,0.376,Exploratory
002,A01,PreTerminalFiller,CrossFramePhoneticAnchor,Type,TAB,1,2,116,0.382,2.616,1.388,0.376,Exploratory
240-630-740,A02-R75-T01,TerminalFiller,AffixOrFormulaAnchor,Type,TAB,1,2,116,0.382,2.616,1.388,0.376,Exploratory
390,M02,InitialFiller,CrossFramePhoneticAnchor,Type,TAB,1,2,116,0.382,2.616,1.388,0.376,Exploratory
861-368,C02-R04,InitialFiller,ControlOrLowPriority,Type,TAB,1,2,116,0.382,2.616,1.388,0.376,Exploratory
235,M01,InitialFiller,CrossFramePhoneticAnchor,Type,POT,1,28,3,0.138,7.226,2.853,0.375,Exploratory
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,Site,Rakhigarhi,1,33,1,0.054,18.394,4.201,0.375,Exploratory
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,Symbol,Anth,1,33,1,0.054,18.394,4.201,0.375,Exploratory
740,T01,TerminalFiller,CrossFramePhoneticAnchor,SemanticFrame,PrimeEntityAdministrativeFormula,1,10,12,0.198,5.058,2.339,0.374,Exploratory
798,A14,InitialFiller,CrossFramePhoneticAnchor,Region,Inter-Riverine,2,4,185,1.219,1.641,0.714,0.372,Exploratory
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,Material,Clay,3,33,28,1.522,1.971,0.979,0.369,Exploratory
003,M05,InitialFiller,CrossFramePhoneticAnchor,Site,Harappa,3,8,174,2.293,1.308,0.388,0.367,Exploratory
817-002,C03-A01,InitialFiller,AffixOrFormulaAnchor,Symbol,Gaur,2,16,27,0.712,2.81,1.491,0.364,Exploratory
061-740,R29-T01,TerminalFiller,CrossFramePhoneticAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
125,R05,InitialFiller,CrossFramePhoneticAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
233-520,A04-T02,TerminalFiller,AffixOrFormulaAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
240-220-520,A02-A09-T02,TerminalFiller,AffixOrFormulaAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
705-033-520,A13-A11-T02,TerminalFiller,CrossFramePhoneticAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
760-740,A16-T01,TerminalFiller,CrossFramePhoneticAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
803-740,A12-T01,TerminalFiller,CrossFramePhoneticAnchor,Site,Mohenjo-daro,2,3,333,1.646,1.215,0.281,0.361,Exploratory
003,M05,InitialFiller,CrossFramePhoneticAnchor,Material,Copper,1,8,17,0.224,4.463,2.158,0.36,Exploratory
031,M03,InitialFiller,CrossFramePhoneticAnchor,Region,Gujarat/Kutch,2,11,45,0.815,2.453,1.294,0.356,Exploratory
820-002,C01-A01,InitialFiller,CrossFramePhoneticAnchor,Region,Inter-Riverine,3,8,185,2.438,1.23,0.299,0.354,Exploratory
240-740-090,A02-T01-A10,TerminalFiller,CrossFramePhoneticAnchor,Site,Kalibangan,1,13,10,0.214,4.669,2.223,0.354,Exploratory
820-002,C01-A01,InitialFiller,CrossFramePhoneticAnchor,Site,Lothal,1,8,18,0.237,4.215,2.076,0.351,Exploratory
240-520,A02-T02,TerminalFiller,CrossFramePhoneticAnchor,Site,Nausharo,1,32,4,0.211,4.742,2.246,0.344,Exploratory
803,A12,InitialFiller,CrossFramePhoneticAnchor,Symbol,Gaur,1,6,27,0.267,3.747,1.906,0.343,Exploratory
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,Region,Eastern Headwaters,1,33,4,0.217,4.598,2.201,0.339,Exploratory
803,A12,InitialFiller,CrossFramePhoneticAnchor,Material,Clay,1,6,28,0.277,3.613,1.853,0.337,Exploratory
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,Symbol,Zebu,2,33,14,0.761,2.628,1.394,0.334,Exploratory
861-002,C02-A01,InitialFiller,CrossFramePhoneticAnchor,Material,Clay,2,18,28,0.83,2.409,1.268,0.333,Exploratory
861-002,C02-A01,InitialFiller,CrossFramePhoneticAnchor,Symbol,Elephant,1,18,8,0.237,4.215,2.076,0.331,Exploratory
235,M01,InitialFiller,CrossFramePhoneticAnchor,Symbol,Tigr,1,28,5,0.231,4.336,2.116,0.33,Exploratory
176-740,R02-T01,TerminalFiller,CrossFramePhoneticAnchor,Site,Dholavira,1,8,21,0.277,3.613,1.853,0.325,Exploratory
